,census_bg,Total Area in acres,Total Land Area in acres,Tree Canopy in acres,Tree Canopy area in percent,Vegetation in acres,Vegetation Percentage,Building area in acres,Building area in percent,Total Impervious Area in acres,Total Impervious Area in percent,Road Acres,Road Area in percent,Sidewalk Area in acres,Sidewalk Area in percent,Other Impervious Area in acres,Other Impervious Area in percent,Surface Water Area in acres,Surface Water Area in percent,Soil area in acres,Soil area in percent,Urban Tree Canopy area in acres,Urban Tree Canopy area percent,Possible Vegetation Planting Area in acres,Possible Vegetation Planting Area in percent,Total Possible Planting Area in acres,Total Possible Planting Area in percent,Impervious Possible Planting Area in acres,Impervious Possible Planting Area in percent,Unsuitable Impervious Planting Buildings and Roads Area in acres,Unsuitable Impervious Planting Buildings and Roads Area in percent,Total Unsuitable Planting Area in acres,Total Unsuitable Planting Area in percent,Unsuitable Soil and Vegetation Area in acres,Unsuitable Soil and Vegetation Area in percent,Unsuitable Other Land Area in acres,Unsuitable Other Land Area in percent,SHAPEAREA,SHAPELEN,Geographic Area Name,Income in the past 12 months below poverty level,Median household income in the past 12 months,Total Population,Total Population of one race,Total White Population,Total African American Population,Total American Indian Population,Total Asian Population,Total Native Hawaiian Population,Total Population of Other Races
388,110010098112,57.17,57.17,12.69,22.19695645,12.67,22.16197306,8.81,15.41018016,31.66,55.37869512,14.84,25.95767011,2.58,4.51285639,5.44,9.51548015,0.0,0.0,0.14,0.24488368,12.69,22.19695645,12.51,21.882106,20.17,35.28074165,7.66,13.39863565,23.64,41.35035858,24.31,42.52230191,0.14,0.24488368,0.52,0.90956796,2490030.57909173,7751.825544831659,"Block Group 2, Census Tract 98.11, District of Columbia, District of Columbia",185,30611,1200.0,1168.0,4.0,1144.0,0.0,2.0,0.0,18.0
389,110010099011,64.24,64.24,27.4,42.65255293,12.51,19.47384807,7.81,12.15753425,23.88,37.17310087,9.26,14.41469489,1.35,2.1014944,5.46,8.49937733,0.0,0.0,0.45,0.70049813,27.4,42.65255293,12.51,19.47384807,19.32,30.074719800000004,6.81,10.60087173,17.05,26.54109589,17.52,27.27272727,0.45,0.70049813,0.02,0.03113325,2798085.21587254,7567.29417826565,"Block Group 1, Census Tract 99.01, District of Columbia, District of Columbia",27,62647,735.0,694.0,37.0,641.0,4.0,1.0,0.0,11.0
390,110010091021,62.07,62.07,21.89,35.26663445,12.95,20.86354116,7.91,12.74367649,27.17,43.77315934,13.13,21.15353633,1.94,3.12550346,4.19,6.75044305,0.0,0.0,0.05,0.08055421,21.89,35.26663445,12.94,20.84743032,19.06,30.70726599,6.12,9.85983567,21.04,33.89721282,21.12,34.02609957,0.05,0.08055421,0.02,0.03222169,2703521.77661123,7585.0011586329,"Block Group 1, Census Tract 91.02, District of Columbia, District of Columbia",21,101250,916.0,836.0,121.0,622.0,8.0,8.0,0.0,77.0
391,110010091022,354.74,354.69,43.09,12.14863684,23.36,6.58603287,63.78,17.98189969,287.54,81.06797485,117.85,33.22619752,12.51,3.5270236000000006,93.39,26.33003468,0.05,0.01483714,0.7,0.19735544,43.09,12.14863684,23.36,6.58603287,129.19,36.42335561,105.83,29.83732273,181.64,51.21091658,182.41,51.42800756,0.7,0.19735544,0.07,0.01973554,15452121.5123939,19663.145608841798,"Block Group 2, Census Tract 91.02, District of Columbia, District of Columbia",95,49310,1365.0,1321.0,49.0,1230.0,3.0,13.0,0.0,26.0
392,110010091023,36.7,36.7,9.17,24.98637602,8.38,22.83378747,6.56,17.8746594,19.15,52.17983651,6.56,17.8746594,2.29,6.23978202,3.74,10.19073569,0.0,0.0,0.0,0.0,9.17,24.98637602,8.17,22.26158038,13.59,37.02997275,5.42,14.76839237,13.12,35.7493188,13.95,38.01089918,0.0,0.0,0.83,2.26158038,1598911.52126048,6156.223904164311,"Block Group 3, Census Tract 91.02, District of Columbia, District of Columbia",85,22011,1575.0,1491.0,190.0,1199.0,3.0,22.0,0.0,77.0
393,110010092011,158.35,158.35,41.93,26.47931797,34.5,21.787180300000003,26.29,16.602462900000003,81.87,51.70192611,35.29,22.28607515,8.35,5.27312914,11.95,7.54657404,0.0,0.0,0.04,0.025260499999999998,41.93,26.47931797,31.09,19.63372277,50.23,31.72087149,19.14,12.08714872,61.56,38.8759078,66.18,41.79349542,0.04,0.025260499999999998,4.58,2.89232712,6897172.75995876,10939.7642599751,"Block Group 1, Census Tract 92.01, District of Columbia, District of Columbia",11,91563,838.0,734.0,366.0,278.0,6.0,44.0,1.0,39.0
394,110010092031,90.61,90.61,30.09,33.20825516,36.1,39.84107714,6.82,7.52676305,24.31,26.82926829,12.55,13.85056837,1.3,1.43472023,3.64,4.01721664,0.0,0.0,0.11,0.12139939999999999,30.09,33.20825516,36.1,39.84107714,41.02,45.2709414,4.92,5.42986425,19.36,21.36629511,19.5,21.52080344,0.11,0.12139939999999999,0.03,0.03310893,3946801.17652689,8960.3294087258,"Block Group 1, Census Tract 92.03, District of Columbia, District of Columbia",75,85972,900.0,841.0,164.0,641.0,1.0,21.0,1.0,13.0
395,110010092032,54.51,54.51,14.47,26.54558797,11.35,20.82186755,10.9,19.99633095,28.31,51.93542469,10.51,19.2808659,1.76,3.22876536,5.14,9.42946248,0.0,0.0,0.38,0.69711979,14.47,26.54558797,11.32,20.76683177,18.18,33.35167859,6.86,12.58484682,21.41,39.27719684,21.86,40.10273344,0.38,0.69711979,0.06,0.11007155,2374651.2185845003,8188.00213557938,"Block Group 2, Census Tract 92.03, District of Columbia, District of Columbia",7,85581,1875.0,1727.0,659.0,918.0,8.0,79.0,2.0,61.0
396,110010092041,30.51,30.51,6.89,22.58275975,7.5,24.58210423,5.83,19.10848902,16.12,52.83513602,5.87,19.23959358,1.28,4.19534579,3.14,10.29170764,0.0,0.0,0.0,0.0,6.89,22.58275975,4.53,14.84759095,8.39,27.499180600000003,3.86,12.65158964,11.69,38.31530646,15.24,49.95083579,0.0,0.0,3.55,11.63552933,1328855.6376287,5917.65964545592,"Block Group 1, Census Tract 92.04, District of Columbia, District of Columbia",43,65714,908.0,774.0,255.0,422.0,10.0,26.0,0.0,61.0
397,110010092042,44.38,44.38,6.86,15.45741325,4.46,10.04957188,11.04,24.876070300000002,33.02,74.40288418,15.95,35.93961244,3.09,6.96259576,2.93,6.60207301,0.0,0.0,0.03,0.06759802,6.86,15.45741325,4.42,9.95944119,10.11,22.78053177,5.7,12.84362325,26.98,60.79315007,27.4,61.73952231,0.03,0.06759802,0.39,0.87877422,1933093.10988606,6154.625384763921,"Block Group 2, Census Tract 92.04, District of Columbia, District of Columbia",70,19093,1981.0,1907.0,65.0,1325.0,13.0,8.0,0.0,496.0
398,110010093011,56.8,56.8,23.45,41.28521127,12.21,21.49647887,8.92,15.70422535,21.13,37.20070423,7.54,13.27464789,1.52,2.67605634,3.16,5.56338028,0.0,0.0,0.0,0.0,23.45,41.28521127,12.21,21.49647887,16.89,29.73591549,4.68,8.23943662,16.46,28.97887324,16.46,28.97887324,0.0,0.0,0.0,0.0,2473898.98352704,6347.35815269378,"Block Group 1, Census Tract 93.01, District of Columbia, District of Columbia",11,96146,757.0,661.0,256.0,355.0,2.0,25.0,0.0,23.0
399,110010093012,91.15,91.15,32.74,35.91881514,14.84,16.28085573,15.36,16.85134394,43.56,47.7893582,16.58,18.18979704,4.03,4.4212836,7.58,8.3159627,0.0,0.0,0.01,0.01097093,32.74,35.91881514,14.83,16.26988481,26.41,28.97421832,11.58,12.70433352,31.95,35.0521119,31.99,35.09599561,0.01,0.01097093,0.04,0.04388371,3970300.42698131,8252.70503607878,"Block Group 2, Census Tract 93.01, District of Columbia, District of Columbia",17,112083,1333.0,1210.0,586.0,554.0,4.0,49.0,1.0,16.0
400,110010093013,74.19,74.19,31.65,42.66073595,11.43,15.406389,9.97,13.438468799999999,31.09,41.90591724,13.96,18.8165521,2.64,3.55843106,4.52,6.09246529,0.0,0.0,0.01,0.01347891,31.65,42.66073595,11.43,15.406389,18.16,24.47769241,6.73,9.07130341,23.89,32.20110527,24.38,32.86157164,0.01,0.01347891,0.48,0.64698746,3231763.93217291,8241.90599861607,"Block Group 3, Census Tract 93.01, District of Columbia, District of Columbia",9,112330,1107.0,1006.0,278.0,622.0,9.0,45.0,3.0,49.0
401,110010093014,50.0,50.0,26.06,52.12,9.52,19.04,6.39,12.78,14.41,28.82,4.57,9.14,0.99,1.98,2.46,4.92,0.0,0.0,0.01,0.02,26.06,52.12,9.51,19.02,12.93,25.86,3.42,6.84,10.96,21.92,11.02,22.04,0.01,0.02,0.05,0.1,2178106.05461227,6022.445344973609,"Block Group 4, Census Tract 93.01, District of Columbia, District of Columbia",8,221250,656.0,588.0,281.0,251.0,8.0,16.0,0.0,32.0
402,110010093021,99.66,99.66,27.84,27.93497893,14.52,14.56953642,19.57,19.636765,57.3,57.49548465,22.14,22.21553281,3.26,3.27112181,12.34,12.38209914,0.0,0.0,0.0,0.0,27.84,27.93497893,14.18,14.22837648,28.92,29.01866346,14.74,14.79028698,41.67,41.81216135,42.91,43.05639173,0.0,0.0,1.24,1.24423038,4341224.03636947,9121.164260983149,"Block Group 1, Census Tract 93.02, District of Columbia, District of Columbia",34,89808,1750.0,1556.0,601.0,744.0,6.0,66.0,2.0,137.0
403,110010094001,106.93,106.93,48.66,45.50640606,26.63,24.904142899999997,10.34,9.66987749,31.64,29.58945104,15.32,14.3271299,2.4,2.24445899,3.58,3.34798466,0.0,0.0,0.0,0.0,48.66,45.50640606,26.51,24.79191995,32.35,30.25343683,5.84,5.46151688,25.66,23.99700739,25.92,24.24015711,0.0,0.0,0.26,0.24314972,4657825.9166265,10615.8557469797,"Block Group 1, Census Tract 94, District of Columbia, District of Columbia",40,94605,722.0,669.0,133.0,515.0,2.0,12.0,0.0,7.0
404,110010094002,111.74,111.74,35.47,31.74333274,27.88,24.95077859,18.34,16.41310184,48.38,43.29693932,16.59,14.84696617,4.78,4.27778772,8.66,7.75013424,0.0,0.0,0.01,0.00894935,35.47,31.74333274,24.35,21.79165921,35.86,32.09235726,11.51,10.30069805,34.93,31.26006802,40.41,36.16431001,0.01,0.00894935,5.47,4.89529264,4867087.65483081,10766.493376947199,"Block Group 2, Census Tract 94, District of Columbia, District of Columbia",0,81875,1472.0,1359.0,374.0,882.0,9.0,11.0,0.0,83.0
405,110010094003,118.25,118.25,42.77,36.16913319,30.98,26.1987315,14.72,12.44820296,44.5,37.63213531,18.12,15.32346723,3.37,2.84989429,8.29,7.01057082,0.0,0.0,0.0,0.0,42.77,36.16913319,30.97,26.19027484,42.62,36.0422833,11.65,9.85200846,32.84,27.77167019,32.85,27.78012685,0.0,0.0,0.01,0.00845666,5150725.23956849,9852.09543512552,"Block Group 3, Census Tract 94, District of Columbia, District of Columbia",9,111500,1373.0,1247.0,260.0,884.0,7.0,36.0,0.0,60.0
406,110010094004,56.12,56.12,21.83,38.89878831,12.95,23.07555239,7.94,14.14825374,21.34,38.0256593,8.69,15.48467569,1.59,2.83321454,3.12,5.55951532,0.0,0.0,0.0,0.0,21.83,38.89878831,12.93,23.03991447,17.63,31.41482537,4.71,8.39272986,16.63,29.63292944,16.66,29.68638632,0.0,0.0,0.02,0.03563792,2444449.6640637997,7501.108132909921,"Block Group 4, Census Tract 94, District of Columbia, District of Columbia",11,160625,857.0,799.0,192.0,578.0,3.0,12.0,0.0,14.0
407,110010095011,136.47,136.47,68.17,49.95237048,28.08,20.57595076,10.2,7.47417015,40.2,29.45702352,18.98,13.90781857,2.42,1.77328351,8.6,6.3017513,0.0,0.0,0.02,0.01465524,68.17,49.95237048,20.32,14.88971935,26.99,19.77724042,6.67,4.88752107,29.17,21.3746611,41.31,30.2703891,0.02,0.01465524,12.11,8.87374515,5944314.31139576,12184.763980018899,"Block Group 1, Census Tract 95.01, District of Columbia, District of Columbia",33,51136,,,,,,,,
408,110010095012,38.26,38.26,12.47,32.5927862,12.81,33.48144276,3.1,8.10245687,12.98,33.92577104,8.24,21.53685311,1.16,3.03188709,0.48,1.25457397,0.0,0.0,0.0,0.0,12.47,32.5927862,12.81,33.48144276,14.46,37.79404077,1.64,4.28646106,11.33,29.61317303,11.33,29.61317303,0.0,0.0,0.0,0.0,1666318.77635493,5660.8997029949705,"Block Group 2, Census Tract 95.01, District of Columbia, District of Columbia",0,24464,,,,,,,,
409,110010095013,219.23,219.23,77.16,35.19591297,51.83,23.64183734,28.92,13.19162523,90.14,41.1166355,42.81,19.52743694,13.23,6.03475802,5.19,2.36737673,0.0,0.0,0.1,0.0456142,77.16,35.19591297,49.09,22.39200839,66.78,30.46115951,17.69,8.06915112,71.73,32.71906217,75.29,34.34292752,0.1,0.0456142,3.47,1.58281257,9549335.964081699,15069.8535279016,"Block Group 3, Census Tract 95.01, District of Columbia, District of Columbia",70,45625,,,,,,,,
410,110010095031,165.59,165.51,68.79,41.56244336,48.47,29.28523956,17.89,10.80901456,48.25,29.15231708,19.25,11.63071718,2.89,1.74611806,8.22,4.96646728,0.07,0.04432135,0.0,0.0,68.79,41.56244336,43.07,26.02259682,53.12,32.09473748,10.06,6.07818259,37.14,22.43973174,43.6,26.34281917,0.0,0.0,6.45,3.8970455000000004,7212771.37873802,10855.4673557397,"Block Group 1, Census Tract 95.03, District of Columbia, District of Columbia",0,109605,1590.0,1490.0,223.0,1168.0,5.0,31.0,1.0,62.0
411,110010095032,130.0,130.0,59.73,45.94615385,37.73,29.02307692,12.24,9.41538462,32.47,24.97692308,13.98,10.75384615,2.96,2.27692308,3.29,2.53076923,0.0,0.0,0.06,0.04615385,59.73,45.94615385,37.0,28.46153846,42.82,32.93846154,5.81,4.46923077,26.22,20.16923077,27.45,21.11538462,0.06,0.04615385,1.17,0.9,5662855.67725187,10490.4887884447,"Block Group 2, Census Tract 95.03, District of Columbia, District of Columbia",12,123750,766.0,687.0,256.0,392.0,1.0,23.0,0.0,15.0
412,110010095033,56.17,56.17,27.65,49.22556525,10.18,18.1235535,6.82,12.14171266,18.32,32.61527506,8.03,14.29588748,1.1,1.95834075,2.36,4.20153107,0.0,0.0,0.01,0.0178031,27.65,49.22556525,10.14,18.05234111,13.58,24.17660673,3.44,6.12426562,14.85,26.43760014,14.93,26.58002492,0.01,0.0178031,0.07,0.12462168,2446458.0076802997,8443.74170299928,"Block Group 3, Census Tract 95.03, District of Columbia, District of Columbia",0,136048,750.0,676.0,303.0,328.0,1.0,22.0,2.0,20.0
413,110010095041,116.46,116.46,29.44,25.27906577,22.11,18.98505925,21.78,18.70170015,64.67,55.52979564,30.11,25.8543706,4.5,3.86398764,8.28,7.10973725,0.0,0.0,0.24,0.20607934,29.44,25.27906577,18.82,16.16005495,29.58,25.39927872,10.76,9.23922377,51.89,44.55607075,57.44,49.3216555,0.22,0.18890606,5.33,4.57667869,5072561.0170615995,9137.106370619491,"Block Group 1, Census Tract 95.04, District of Columbia, District of Columbia",0,85142,1606.0,1440.0,602.0,655.0,9.0,59.0,1.0,114.0
414,110010095042,137.14,137.14,40.23,29.33498615,35.08,25.57969958,21.46,15.64824267,61.65,44.95406154,30.98,22.59005396,3.22,2.34796558,5.99,4.36779933,0.0,0.0,0.18,0.13125273,40.23,29.33498615,34.86,25.41927957,43.21,31.50794808,8.34,6.0813767,52.42,38.22371299,53.71,39.16435759,0.18,0.13125273,1.1,0.80210004,5973803.71763344,9988.111536564,"Block Group 2, Census Tract 95.04, District of Columbia, District of Columbia",0,86591,1602.0,1501.0,307.0,1096.0,3.0,45.0,0.0,50.0
415,110010095051,42.46,42.46,12.7,29.910504,12.54,29.53367876,6.23,14.67263307,17.23,40.57936882,7.42,17.47527084,1.34,3.15591145,2.23,5.25200188,0.0,0.0,0.0,0.0,12.7,29.910504,12.53,29.51012718,16.1,37.91804051,3.57,8.40791333,13.65,32.14790391,13.66,32.17145549,0.0,0.0,0.01,0.02355158,1849639.77874071,5779.0753516827,"Block Group 1, Census Tract 95.05, District of Columbia, District of Columbia",0,125833,786.0,736.0,81.0,567.0,2.0,20.0,0.0,66.0
416,110010095052,117.44,117.44,30.86,26.27724796,27.3,23.24591281,20.06,17.08106267,58.82,50.08514986,26.86,22.87125341,3.41,2.90361035,8.5,7.23773842,0.0,0.0,0.46,0.39168937,30.86,26.27724796,26.34,22.42847411,38.0,32.35694823,11.66,9.92847411,46.92,39.95231608,48.59,41.3743188,0.42,0.35762943,1.25,1.0643733,5115598.0346349,11382.877328711102,"Block Group 2, Census Tract 95.05, District of Columbia, District of Columbia",0,98587,1347.0,1222.0,139.0,946.0,8.0,51.0,4.0,74.0
417,110010095053,94.77,94.77,31.35,33.08008864,17.54,18.50796666,16.21,17.10456896,45.88,48.41194471,21.7,22.89754142,2.41,2.54299884,5.55,5.85628363,0.0,0.0,0.0,0.0,31.35,33.08008864,17.54,18.50796666,25.47,26.87559354,7.93,8.36762689,37.92,40.01266223,37.95,40.04431782,0.0,0.0,0.04,0.04220745,4128084.59346988,10357.8083428209,"Block Group 3, Census Tract 95.05, District of Columbia, District of Columbia",23,78784,1663.0,1556.0,206.0,1139.0,2.0,30.0,1.0,178.0
418,110010095071,72.82,72.82,16.36,22.466355399999998,21.36,29.33260093,11.84,16.25926943,34.85,47.85773139,12.62,17.33040374,1.86,2.55424334,8.54,11.72754738,0.0,0.0,0.25,0.34331228,16.36,22.466355399999998,20.14,27.65723702,27.66,37.98407031,7.52,10.32683329,23.8,32.68332876,28.8,39.54957429,0.25,0.34331228,4.75,6.52293326,3171718.48655137,8146.686476623409,"Block Group 1, Census Tract 95.07, District of Columbia, District of Columbia",17,73359,1525.0,1419.0,133.0,1074.0,8.0,24.0,0.0,180.0
419,110010095081,113.53,113.53,38.87,34.23764644,18.89,16.63877389,10.23,9.01083414,55.77,49.12357967,30.79,27.12058487,4.92,4.3336562999999995,9.83,8.65850436,0.0,0.0,0.0,0.0,38.87,34.23764644,18.84,16.59473267,33.48,29.49000264,14.64,12.89526997,41.02,36.13141901,41.18,36.27235092,0.0,0.0,0.16,0.14093191,4944618.4285795,13237.0261693098,"Block Group 1, Census Tract 95.08, District of Columbia, District of Columbia",0,28542,1502.0,1384.0,159.0,1102.0,6.0,39.0,1.0,77.0
420,110010099012,455.18,455.15,313.24,68.82126771,59.37,13.04405141,21.33,4.68636713,81.95,18.00505328,34.28,7.53158299,4.2,0.92277271,22.14,4.86433044,0.04,0.00770879,0.58,0.12743052,313.24,68.82126771,53.72,11.80270241,74.22,16.30671207,20.51,4.50620675,54.81,12.042183900000001,67.68,14.86982314,0.2,0.04394156,12.67,2.78369768,19827083.6649437,18410.6166618317,"Block Group 2, Census Tract 99.01, District of Columbia, District of Columbia",20,118011,1629.0,1526.0,129.0,1345.0,5.0,22.0,1.0,24.0
421,110010099021,249.96,249.96,186.08,74.44391103,23.41,9.36549848,9.66,3.86461834,40.47,16.19059049,20.18,8.07329173,2.01,0.80412866,8.62,3.44855177,0.0,0.0,0.0,0.0,186.08,74.44391103,23.37,9.34949592,33.77,13.51016163,10.4,4.16066571,29.84,11.93791007,30.11,12.04592735,0.0,0.0,0.27,0.10801728,10888480.3748029,19086.947835551,"Block Group 1, Census Tract 99.02, District of Columbia, District of Columbia",16,64188,1153.0,1089.0,26.0,1028.0,12.0,7.0,0.0,16.0
422,110010099022,69.9,69.9,22.95,32.83261803,13.76,19.68526466,11.02,15.76537911,33.2,47.49642346,10.44,14.93562232,2.41,3.44778255,9.33,13.34763949,0.0,0.0,0.0,0.0,22.95,32.83261803,12.69,18.15450644,24.1,34.47782546,11.42,16.33762518,21.46,30.70100143,22.85,32.68955651,0.0,0.0,1.39,1.98855508,3045060.13242621,6955.68774475958,"Block Group 2, Census Tract 99.02, District of Columbia, District of Columbia",5,73500,1621.0,1581.0,36.0,1534.0,3.0,0.0,3.0,5.0
423,110010099031,40.46,40.46,5.08,12.55561048,10.48,25.90212556,6.53,16.13939694,24.81,61.31982205,8.76,21.65101335,2.08,5.14087988,7.44,18.38853188,0.0,0.0,0.1,0.24715769,5.08,12.55561048,10.48,25.90212556,19.94,49.28324271,9.46,23.38111715,15.29,37.79041028,15.45,38.18586258,0.1,0.24715769,0.06,0.14829461,1762699.96787923,5924.01223047433,"Block Group 1, Census Tract 99.03, District of Columbia, District of Columbia",29,60875,1011.0,992.0,16.0,958.0,0.0,3.0,1.0,14.0
424,110010099032,52.4,52.4,14.45,27.57633588,12.08,23.05343511,8.33,15.89694656,25.87,49.37022901,9.92,18.93129771,1.41,2.69083969,6.22,11.87022901,0.0,0.0,0.0,0.0,14.45,27.57633588,12.07,23.03435115,19.35,36.92748092,7.28,13.89312977,18.22,34.77099237,18.6,35.49618321,0.0,0.0,0.38,0.72519084,2282643.04077557,7422.58086541354,"Block Group 2, Census Tract 99.03, District of Columbia, District of Columbia",14,73214,993.0,937.0,42.0,885.0,0.0,0.0,1.0,9.0
425,110010099041,52.43,52.43,11.41,21.762349800000003,13.25,25.27179096,7.62,14.53366393,27.71,52.85142094,9.91,18.90139233,3.13,5.96986458,7.06,13.46557315,0.0,0.0,0.06,0.1144383,11.41,21.762349800000003,10.56,20.14114057,17.17,32.74842647,6.62,12.62635895,17.37,33.12988747,23.84,45.47015068,0.06,0.1144383,6.41,12.22582491,2283657.64672225,7694.305846607271,"Block Group 1, Census Tract 99.04, District of Columbia, District of Columbia",27,58015,951.0,909.0,28.0,771.0,1.0,0.0,0.0,109.0
426,110010103001,144.82,144.82,42.93,29.64369562,28.86,19.92818671,27.31,18.85789256,73.03,50.42811766,30.27,20.90180914,7.9,5.45504765,7.56,5.22027344,0.0,0.0,0.0,0.0,42.93,29.64369562,28.3,19.54149979,43.21,29.83703908,14.91,10.29553929,57.53,39.72517608,58.68,40.51926529,0.0,0.0,1.15,0.79408921,6307846.60944911,12698.872113179299,"Block Group 1, Census Tract 103, District of Columbia, District of Columbia",16,82222,765.0,695.0,156.0,463.0,2.0,17.0,0.0,57.0
427,110010103002,60.03,60.03,17.3,28.81892387,11.84,19.7234716,10.59,17.64117941,30.9,51.47426287,13.12,21.8557388,1.98,3.29835082,5.21,8.67899384,0.0,0.0,0.0,0.0,17.3,28.81892387,11.83,19.70681326,19.02,31.68415792,7.19,11.97734466,23.71,39.49691821,23.72,39.51357655,0.0,0.0,0.01,0.01665834,2614358.16511113,7889.80230886808,"Block Group 2, Census Tract 103, District of Columbia, District of Columbia",9,94179,1458.0,1340.0,217.0,821.0,13.0,31.0,3.0,255.0
428,110010103003,63.5,63.5,23.8,37.48031496,13.44,21.16535433,9.82,15.46456693,26.27,41.37007874,8.88,13.98425197,2.44,3.84251969,5.12,8.06299213,0.0,0.0,0.0,0.0,23.8,37.48031496,12.7,20.0,19.7,31.02362205,7.0,11.02362205,18.69,29.43307087,20.0,31.49606299,0.0,0.0,1.31,2.06299213,2766019.27441475,6854.3567006397,"Block Group 3, Census Tract 103, District of Columbia, District of Columbia",31,108674,1381.0,1210.0,347.0,581.0,9.0,30.0,1.0,242.0
429,110010104001,142.92,142.92,80.76,56.50713686,15.36,10.7472712,12.07,8.44528408,46.62,32.61964736,26.22,18.34592779,3.22,2.25300868,5.12,3.58242373,0.0,0.0,0.19,0.13294151,80.76,56.50713686,15.34,10.73327736,23.54,16.47075287,8.21,5.74447243,38.28,26.78421495,38.62,27.02211027,0.06,0.04198153,0.28,0.1959138,6225231.73715514,14777.25391936,"Block Group 1, Census Tract 104, District of Columbia, District of Columbia",165,38953,1281.0,1220.0,25.0,1162.0,3.0,2.0,0.0,28.0
430,110010104002,527.5,525.68,204.12,38.82970629,132.59,25.22256886,57.15,10.87163293,186.26,35.4322021,93.48,17.78268148,15.34,2.9181251,20.29,3.85976259,1.82,0.34520008,2.71,0.51552275,204.12,38.82970629,130.37,24.80025871,165.48,31.47922691,35.11,6.67896819,150.62,28.65241211,156.08,29.69106681,2.5,0.47557449,2.96,0.5630801999999999,22976705.3327189,21488.0957875977,"Block Group 2, Census Tract 104, District of Columbia, District of Columbia",19,31314,1673.0,1615.0,46.0,1547.0,0.0,0.0,0.0,22.0
431,110010105001,82.21,82.21,19.31,23.48862669,12.18,14.81571585,14.91,18.13647975,50.65,61.61050967,25.11,30.54372947,4.92,5.9846734,5.71,6.94562705,0.0,0.0,0.07,0.08514779,19.31,23.48862669,7.83,9.52438876,15.98,19.43802457,8.16,9.92579978,39.78,48.38827393,46.91,57.06118477,0.06,0.07298382,7.07,8.59992702,3580930.25524785,7465.618641025459,"Block Group 1, Census Tract 105, District of Columbia, District of Columbia",107,53603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,110010105002,103.78,103.78,14.78,14.24166506,5.06,4.87569859,26.79,25.81422239,83.94,80.88263635,38.45,37.04952785,9.04,8.71073425,9.67,9.31778763,0.0,0.0,0.0,0.0,14.78,14.24166506,5.02,4.83715552,23.34,22.48988244,18.31,17.64309115,64.51,62.16033918,65.66,63.2684525,0.0,0.0,1.15,1.10811332,4520027.71410262,10461.4305576174,"Block Group 2, Census Tract 105, District of Columbia, District of Columbia",0,104022,1700.0,1573.0,868.0,482.0,5.0,161.0,0.0,57.0
433,110010106001,19.27,19.27,4.6,23.87130254,1.34,6.95381422,5.61,29.11261028,13.33,69.17488324,3.9,20.23871303,0.68,3.52880125,3.13,16.24286456,0.0,0.0,0.0,0.0,4.6,23.87130254,1.34,6.95381422,5.15,26.72548002,3.81,19.7716658,9.51,49.3513233,9.52,49.40321744,0.0,0.0,0.0,0.0,839275.4115954209,4613.48615957438,"Block Group 1, Census Tract 106, District of Columbia, District of Columbia",45,119479,,,,,,,,
434,110010106002,257.1,257.1,25.03,9.73551147,12.91,5.02139245,82.07,31.92143135,218.19,84.86581097,75.08,29.20264489,22.94,8.92259821,38.1,14.81913652,0.0,0.0,0.97,0.3772851,25.03,9.73551147,11.77,4.57798522,71.26,27.716841700000003,59.49,23.13885648,156.39,60.82847141,160.82,62.55153637,0.7,0.2722676,3.73,1.45079736,11198855.4166224,15184.2633897094,"Block Group 2, Census Tract 106, District of Columbia, District of Columbia",31,113947,,,,,,,,
